Title,Description,Genre,Processed_Description
The Thrill of the Fight - VR Boxing,"The Thrill of the Fight is a room-scale only VR boxing game focused on authenticity. Face off in the virtual ring where you'll jab, dodge, and sweat your way to the top of the boxing world. Grab your gloves, step through the ropes, and become a champion.","['Action', 'Sports']",thrill fight room-scale vr boxing game focused authenticity face virtual ring 'll jab dodge sweat way top boxing world grab glove step rope become champion
I Wanna Maker,"I Wanna Maker is a precision platformer with a robust level editor and online level sharing, based on I Wanna Be The Guy fangames. Create complex levels using a variety of objects, a powerful events system, and customizable visuals. Browse levels online, make playlists, and take on challenge modes!","['Free to Play', 'Indie', 'Early Access']",wan na maker precision platformer robust level editor online level sharing based wan na guy fangames create complex level using variety object powerful event system customizable visuals browse level online make playlist take challenge mode
Creeper World 4,The unstoppable fluid enemy has returned and destroyed every world in its path! Defend against Creeper as it floods across the 3D terrain in this real time strategy game where the enemy is a fluid.,"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",unstoppable fluid enemy returned destroyed every world path defend creeper flood across 3d terrain real time strategy game enemy fluid
Command & Conquer 3: Kane's Wrath,"In the name of Kane! The Command & Conquer™ series continues to thrive with Command & Conquer™ 3: Kane’s Wrath. As the expansion pack to the critically-acclaimed and fan favorite, Command & Conquer 3 Tiberium Wars™, this Real-time Strategy (RTS) game returns to the Tiberium Universe with Kane at the center of an epic new...",['Strategy'],name kane command conquer™ series continues thrive command conquer™ 3 kane ’ wrath expansion pack critically-acclaimed fan favorite command conquer 3 tiberium wars™ real-time strategy rts game return tiberium universe kane center epic new ...
Tiny Snow,"On the snowy mountain, in the wooden hut, we are tied together by the world. She and ""I"" can only love each other, we cannot be separated. Is this free affection, or manipulated love? A short visual novel with multiple endings, ""Tiny Snow"", a story with two girls, and you who know what love is.","['Adventure', 'Casual', 'Indie']",snowy mountain wooden hut tied together world `` '' love separated free affection manipulated love short visual novel multiple ending `` tiny snow '' story two girl know love
SteamWorld Dig 2,"SteamWorld Dig is back! Dig deep, gain riches and unearth the terrors of the underworld in this platform mining adventure influenced by classic Metroidvania style games.","['Action', 'Adventure', 'Indie']",steamworld dig back dig deep gain rich unearth terror underworld platform mining adventure influenced classic metroidvania style game
FrostRunner,"FrostRunner is a first-person platformer “speedrunning” game, where the player rapidly completes platforming challenges before the timer runs out. Using their tether tool, players compete to finish each of the 36 unique levels as quickly as possible and earn a place at the top of the leaderboards.","['Action', 'Free to Play', 'Indie']",frostrunner first-person platformer “ speedrunning ” game player rapidly completes platforming challenge timer run using tether tool player compete finish 36 unique level quickly possible earn place top leaderboards
The House in Fata Morgana,"A gothic suspense tale set in a cursed mansion. ""The House in Fata Morgana"" is a full-length visual novel spanning nearly a millennium that deals in tragedy, human nature, and insanity.",['Adventure'],gothic suspense tale set cursed mansion `` house fata morgana '' full-length visual novel spanning nearly millennium deal tragedy human nature insanity
Billionaire Lovers,"You’re a broke college graduate. Your rich, distant uncle has just shown up and given you 100 million dollars! And right at this moment, four handsome men come into your life. Could this be… the romance you’ve been waiting for!? But wait, there’s something behind their smiles that says otherwise…","['Casual', 'Indie', 'RPG']",’ broke college graduate rich distant uncle shown given 100 million dollar right moment four handsome men come life could be… romance ’ waiting wait ’ something behind smile say otherwise…
Pentiment,"Step into a living illustrated world in a time when Europe is at a crossroads of great religious and political change. Walk in the footsteps of Andreas Maler, a master artist who finds himself in the middle of murders, scandals, and intrigue in the Bavarian Alps.","['Adventure', 'Casual']",step living illustrated world time europe crossroad great religious political change walk footstep andreas maler master artist find middle murder scandal intrigue bavarian alp
SHENZHEN I/O,BUILD CIRCUITS. WRITE CODE. RTFM.,"['Indie', 'Simulation']",build circuit write code rtfm
Tangle Tower,"Unravel a thrilling mystery by exploring a strange and twisted mansion, discovering curious clues, interrogating peculiar suspects and solving unique puzzles. Will you be able to uncover the secrets of Tangle Tower?","['Adventure', 'Indie']",unravel thrilling mystery exploring strange twisted mansion discovering curious clue interrogating peculiar suspect solving unique puzzle able uncover secret tangle tower
Lethal League,"Lethal League is a competitive projectile fighting game where you have to hit an anti-gravity ball into the face of your opponent to win. The ball speeds up with every strike, up to explosively extreme velocities. Play intense local matches with friends and foes, challenge yourself in the singleplayer mode or battle it out online.","['Action', 'Indie', 'Sports']",lethal league competitive projectile fighting game hit anti-gravity ball face opponent win ball speed every strike explosively extreme velocity play intense local match friend foe challenge singleplayer mode battle online
Dead Estate,"Cornered with nowhere else to turn, can you escape the monster-filled mansion? Dead Estate is a gory, fast-paced, challenging rogue-like shooter with a heavy emphasis on horror.","['Action', 'Indie']",cornered nowhere else turn escape monster-filled mansion dead estate gory fast-paced challenging rogue-like shooter heavy emphasis horror
FATE,"Play (or Re-play) This Classic Dungeon Crawler!During the golden days of action RPGs, FATE was a powerhouse, winning runner-up for PC Magazine’s Role-Playing Game of the year. Popular enough to spawn 3 sequels, this was one of the premier dungeon crawlers of its time.","['Action', 'Adventure', 'RPG']",play re-play classic dungeon crawler golden day action rpgs fate powerhouse winning runner-up pc magazine ’ role-playing game year popular enough spawn 3 sequel one premier dungeon crawler time
Hyperdimension Neptunia Re;Birth3 V Generation,"Lost in an alternate dimension, Neptune must collect enough shares to get back home. Sounds easy – except the Seven Sages want to rid Gamindustri of CPUs, including Neptune! Help defeat them and return her to her own world in this JRPG – or be stuck in the '80s forever!","['RPG', 'Strategy']",lost alternate dimension neptune must collect enough share get back home sound easy – except seven sage want rid gamindustri cpu including neptune help defeat return world jrpg – stuck '80s forever
