Title,Description,Genre
Wolf Tails,"""Wolf Tails"" is a visual novel where you take care of two wolf-girls. There's Mirari, a kindhearted girl who is running away from her duties to her pack, and Fuyu, a brash and loud-mouthed girl who is wary of human culture and its ""influences"".","['Casual', 'Indie']"
Kiwi Clicker - Juiced Up,Deliver more and more kiwis to satiate the kings' hunger - sacrifice their pulp and transcend beyond your fruital form!,"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']"
Ancient Dungeon,Ancient Dungeon VR is a rogue-lite dungeon crawler with randomly generated dungeons. Uncover its secrets and challenge powerful bosses.,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']"
Wylde Flowers,"Join Tara on a heartfelt journey to become a witch in Wylde Flowers. Farm by day, and cast spells by night as you craft your cottagecore life and bond with your coven. Come to know and love the fully voice acted characters of Fairhaven, as you unravel a local mystery.","['Adventure', 'Simulation']"
Instruments of Destruction,Instruments of Destruction is a vehicle-building sandbox featuring advanced physics-based destruction. Create crazy construction vehicles and use them to demolish buildings and complete various objectives.,"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']"
Five Nights At Floppa,"A horror film in which Shlepa appears in his frightening form. The main character had no idea where he would end up when he first got a job. Now he is forced not to protect, but to survive in a terrible office.","['Action', 'Indie']"
Cross Princess,"Single route visual novel. Belle is actually a boy, an accident lets him and a bright girl named Bambi begin to live together, a warm and healing friendship + love story.","['Adventure', 'Casual', 'Indie']"
Banyu Lintar Angin - Little Storm -,"Banyu Lintar Angin is a series of experimental illustrations about three siblings, living together independently in a rural Indonesian environment.","['Casual', 'Free to Play', 'Indie']"
Mutazione,"A mutant soap opera where small-town gossip meets the supernatural. Explore the Mutazione community as Kai as she cares for her ailing grandfather. Discover magical gardens, new friends & old secrets. They can survive an apocalyptic meteor strike, but can they survive their small-town drama?","['Adventure', 'Indie']"
Grim Legends 2: Song of the Dark Swan,Save the feuding kingdoms!,"['Adventure', 'Casual']"
Horizon's Gate,"Voyage into the wide world of Eral as an explorer, trader, or privateer. Defeat your enemies on land or at sea in deep but straightforward tactical combat. Unravel the secrets behind Dominio's betrayal – or sail off in search of your own adventure.","['Adventure', 'Indie', 'RPG', 'Strategy']"
Priest Simulator: Heavy Duty,Sandbox with a vampire priest in the leading role. Destroy shatanists and turn the devil's village into an oasis of christianism.,"['Action', 'Indie', 'Simulation']"
Kemono Friends Cellien May Cry,"A fanfic game of ""Kemono Friends"". Hack and slash action RPG. You can summon Friends and fight together. There are more than 30 Friends. There are more than 60 types of enemies. There are 4 levels of difficulty, so even people who are not good at action games can enjoy it.",['Action']
Levelhead: Platformer Maker,"Deliver those goods, real good - or get turned into scrap trying! Precision platforming, genre-bending power-ups, a challenging campaign, and a galaxy full of jokes await you in Levelhead!","['Action', 'Adventure', 'Indie', 'Simulation']"
Adventure of a Lifetime,"I'm going to get it back! The important treasure that has sunk in the ocean! Set in the southern island World Heritage Site, Ogasawara Islands, a city boy, a runaway girl and a local girl meet in summer, sparking the growth and deepening of love and friendship.","['Adventure', 'Casual', 'Simulation']"
A Sky Full of Stars 仰望夜空的星辰,"The starry sky spreads far and wide overhead... This story full of love, comedy, and excitement follows our protagonist and his stargazing friends as they grow together. ""A Sky Full of Stars"" is a coming-of-age astronomy tale by the same team who brought you ""If My Heart Had Wings"".","['Adventure', 'Casual', 'Simulation']"
TSIOQUE,"TSIOQUE (pronounced: ""chiock"") is a dark but playful Point & Click adventure, hand-animated in meticulous, frame-by-frame 2D. Escape the clutches of an Evil Wizard and discover the secrets hidden within the spellbound castle of your ancestors.","['Adventure', 'Casual', 'Indie']"
Hakuoki: Edo Blossoms,"Continue your journey to Edo in Hakuoki™: Edo Blossoms, where you play as the heroine Chizuru Yukimura. Romance the famous warriors of the Shinsengumi as you enter a fantasy drama of battles and self-discovery. Your narrative choices unlock multiple branching storylines and 30 different endings!",['Adventure']
Heart of the Woods,"A fantasy yuri visual novel filled with magic, fairies, and a ghost girl. When Maddie and her best friend, Tara, journey to a remote forest village to investigate rumors of the supernatural, they find a whole lot more than they bargained for.","['Casual', 'Indie']"
Grey Instinct,"In this cyberpunk 2D point-and-click adventure game, play as Grey, an amateur detective. Unravel the mystery by searching for clues, solving puzzles, talking to the mask-wearing residents of New Corium, and, if you have time, maybe go on a date!","['Adventure', 'Casual', 'Free to Play', 'Indie', 'Early Access']"
Mondealy: Day One,Mondealy is about you building relationships and exploring the world. An ordinary guy from an ordinary town on an ordinary day uncovers the secrets of an extraordinary underground kingdom located under his home. Your adventure begins!,"['Adventure', 'Free to Play', 'Indie', 'RPG']"
"Peace, Death! 2","Peace, Death! 2 is a midcore turn-based logic game where you send clients to Hell, Heaven, or Purgatory and help members of the Reapers Union as they work towards their great cause!","['Casual', 'Indie']"
Owinka Shooter,Owinka Shooter throws you into an action packed mad-dash through an evil facility. Get ready to fight for your escape!,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']"
Touhou Mystery Reel,"Touhou Mystery Reel is a 2D platformer action game with special combat system. You can experience exciting battles and interesting stories in the game. There will be different endings of the stages. The player has the freedom to choose either to fight the powerful bosses or to take ""shortcuts"".","['Action', 'Adventure', 'Casual', 'Indie', 'Strategy', 'Early Access']"
TY the Tasmanian Tiger 2,"STREWTH! It's time to go back Down Under with this fully remastered version of TY the Tasmanian Tiger 2: Bush Rescue. Rang, bite, smash and glide your way around the Australian Outback and stop the evil machinations of the diabolical BOSS CASS in this open world adventure.","['Action', 'Adventure', 'Indie']"
DRAINUS,"This is a side-scrolling shooting game in which you take control of the ""Drainus"", the Kharlal Empire's most cutting-edge fighter with the ability to absorb energy bullets, and take down the enemy ships zipping through space.","['Action', 'Indie']"
Disney•Pixar WALL-E,"Based on the 2008 computer animated film from Pixar Animation Studios, the video game version of WALL-E involves playing as the lonely robot as he navigates a trash-tainted world and begins an unlikely trek across the cosmos.",['Adventure']
Nightshade／百花百狼,A romance visual novel game made in collaboration with D3P and Red Entertainment.Character design and illustrations are by the popular illustrator Teita. The romance revolves around Ninjas who have lived through the Sengoku Period. This game has published in 2016 as PS Vita in Japan.,['Adventure']
Shatter,Shatter is a retro-inspired brick-breaking game that merges familiar action with unique twists and a modern crafted production approach.,"['Action', 'Indie']"
Slayaway Camp,"A killer puzzle game where you control Skullface, a psycho slasher bent on slaughtering camp counselors at the title campground. Slide an adorable voxel murderer around hundreds of isometric puzzle levels to squash, flay, and decapitate hapless victims in this darkly comic homage to 80s horror.","['Casual', 'Indie', 'Strategy']"
MECHANICA: A Ballad of the Rabbit and Mercury,"5029 AD, ""Guillotine"", the Japanese territory on Mercury, a city full of neon signs and drunks. You will explore the beautiful cyberpunk-style 2D world, play music to the residents of Mercury to gather intelligence, and finally achieve the goal of saving the world.","['Adventure', 'Indie', 'RPG']"
Sam & Max Hit the Road,"Grab your nightstick, squeal like a siren, and Hit the Road with Sam & Max, Freelance Police, as they attempt to crack their toughest case.",['Adventure']
Tag: The Power of Paint,"The world is your canvas in this innovative first-person puzzle platformer. Tag walls and other surfaces with different colors of spray paint to reveal new ways to navigate each level, including bouncing off, sliding across, and sticking to the surfaces you paint.","['Action', 'Free to Play']"
Momotype,"An experimental, horror visual novel about raising a virtual pet. Help a tamagotchi-like creature navigate his angst. We love Momo!",['Indie']
Under Leaves,"Journey into the forest, the jungle or the depths of the deep blue sea. Find chestnuts for the pigs, a caterpillar for the crocodile or a starfish one, two three. A color-filled hidden object game from the world of animals.","['Casual', 'Indie']"
